special_terms,model,rank,similarity,clause_key,child_text
"부동산의 소유권등기시은행업무 처리기간 확인후 그 기간동안 임차인은 전출하여야한다. 이때 근저당 원금 3.9억원이외의 권리변동(추가 근저당 및 압류등)시 임대인이 손해배상하고, 임차인의 전출 불이행으로 인해 임대인의 손해 발생 시 임차인이 손해배상 하기로한다.",embed_vertex,10,0.6893923282623291,부동산등기법_제72조_제1항,"등기관이 전세권설정이나 전전세(轉傳貰)의 등기를 할 때에는 제48조에서 규정한 사항 외에 다음 각 호의 사항을 기록하여야 한다. 다만, 제3호부터 제5호까지는 등기원인에 그 약정이 있는 경우에만 기록한다.
1. 전세금 또는 전전세금
2. 범위
3. 존속기간
4. 위약금 또는 배상금
5. 「민법」 제306조 단서의 약정
6. 전세권설정이나 전전세의 범위가 부동산의 일부인 경우에는 그 부분을 표시한 도면의 번호"
"부동산의 소유권등기시은행업무 처리기간 확인후 그 기간동안 임차인은 전출하여야한다. 이때 근저당 원금 3.9억원이외의 권리변동(추가 근저당 및 압류등)시 임대인이 손해배상하고, 임차인의 전출 불이행으로 인해 임대인의 손해 발생 시 임차인이 손해배상 하기로한다.",embed_vertex,11,0.6876327991485596,민법_제629조_제1항,임차인은 임대인의 동의없이 그 권리를 양도하거나 임차물을 전대하지 못한다.
"부동산의 소유권등기시은행업무 처리기간 확인후 그 기간동안 임차인은 전출하여야한다. 이때 근저당 원금 3.9억원이외의 권리변동(추가 근저당 및 압류등)시 임대인이 손해배상하고, 임차인의 전출 불이행으로 인해 임대인의 손해 발생 시 임차인이 손해배상 하기로한다.",embed_vertex,12,0.6871227025985718,상법_제82조_제3항,전2항의 규정은 당사자간에 다른 약정이 있으면 적용하지 아니한다.
"부동산의 소유권등기시은행업무 처리기간 확인후 그 기간동안 임차인은 전출하여야한다. 이때 근저당 원금 3.9억원이외의 권리변동(추가 근저당 및 압류등)시 임대인이 손해배상하고, 임차인의 전출 불이행으로 인해 임대인의 손해 발생 시 임차인이 손해배상 하기로한다.",embed_vertex,13,0.6855113506317139,민법_제425조_제2항,전항의 구상권은 면책된 날 이후의 법정이자 및 피할 수 없는 비용 기타 손해배상을 포함한다.
"부동산의 소유권등기시은행업무 처리기간 확인후 그 기간동안 임차인은 전출하여야한다. 이때 근저당 원금 3.9억원이외의 권리변동(추가 근저당 및 압류등)시 임대인이 손해배상하고, 임차인의 전출 불이행으로 인해 임대인의 손해 발생 시 임차인이 손해배상 하기로한다.",embed_vertex,14,0.6853052377700806,국가를 당사자로 하는 계약에 관한 법률 시행령_제113조_제3항,제2항에 따른 손해배상 또는 손실보상은 입찰 준비와 조정의 청구 과정에서 드는 비용으로 한정할 수 있다.
"부동산의 소유권등기시은행업무 처리기간 확인후 그 기간동안 임차인은 전출하여야한다. 이때 근저당 원금 3.9억원이외의 권리변동(추가 근저당 및 압류등)시 임대인이 손해배상하고, 임차인의 전출 불이행으로 인해 임대인의 손해 발생 시 임차인이 손해배상 하기로한다.",embed_vertex,15,0.6844568848609924,도시 및 주거환경정비법_제87조_제1항,대지 또는 건축물을 분양받을 자에게 제86조제2항에 따라 소유권을 이전한 경우 종전의 토지 또는 건축물에 설정된 지상권ㆍ전세권ㆍ저당권ㆍ임차권ㆍ가등기담보권ㆍ가압류 등 등기된 권리 및 「주택임대차보호법」 제3조제1항의 요건을 갖춘 임차권은 소유권을 이전받은 대지 또는 건축물에 설정된 것으로 본다.
"부동산의 소유권등기시은행업무 처리기간 확인후 그 기간동안 임차인은 전출하여야한다. 이때 근저당 원금 3.9억원이외의 권리변동(추가 근저당 및 압류등)시 임대인이 손해배상하고, 임차인의 전출 불이행으로 인해 임대인의 손해 발생 시 임차인이 손해배상 하기로한다.",embed_vertex,16,0.6843509674072266,하도급거래 공정화에 관한 법률_제35조의6_제4항,제3항에도 불구하고 손해액이 같은 항에 따른 금액을 초과하는 경우에는 그 초과액에 대해서도 손해배상을 청구할 수 있다. 이 경우 원사업자에게 고의 또는 중대한 과실이 없으면 법원은 손해배상액을 산정할 때 그 사실을 고려할 수 있다.
"부동산의 소유권등기시은행업무 처리기간 확인후 그 기간동안 임차인은 전출하여야한다. 이때 근저당 원금 3.9억원이외의 권리변동(추가 근저당 및 압류등)시 임대인이 손해배상하고, 임차인의 전출 불이행으로 인해 임대인의 손해 발생 시 임차인이 손해배상 하기로한다.",embed_vertex,17,0.6835286617279053,민법_제806조_제2항,전항의 경우에는 재산상 손해외에 정신상 고통에 대하여도 손해배상의 책임이 있다.
"부동산의 소유권등기시은행업무 처리기간 확인후 그 기간동안 임차인은 전출하여야한다. 이때 근저당 원금 3.9억원이외의 권리변동(추가 근저당 및 압류등)시 임대인이 손해배상하고, 임차인의 전출 불이행으로 인해 임대인의 손해 발생 시 임차인이 손해배상 하기로한다.",embed_vertex,18,0.6826107501983643,상법_제307조_제3항,전2항의 규정은 그 주식인수인에 대한 손해배상의 청구에 영향을 미치지 아니한다.
"부동산의 소유권등기시은행업무 처리기간 확인후 그 기간동안 임차인은 전출하여야한다. 이때 근저당 원금 3.9억원이외의 권리변동(추가 근저당 및 압류등)시 임대인이 손해배상하고, 임차인의 전출 불이행으로 인해 임대인의 손해 발생 시 임차인이 손해배상 하기로한다.",embed_vertex,19,0.682584285736084,민법_제315조_제1항,전세권의 목적물의 전부 또는 일부가 전세권자에 책임있는 사유로 인하여 멸실된 때에는 전세권자는 손해를 배상할 책임이 있다.
"부동산의 소유권등기시은행업무 처리기간 확인후 그 기간동안 임차인은 전출하여야한다. 이때 근저당 원금 3.9억원이외의 권리변동(추가 근저당 및 압류등)시 임대인이 손해배상하고, 임차인의 전출 불이행으로 인해 임대인의 손해 발생 시 임차인이 손해배상 하기로한다.",embed_vertex,20,0.6824657320976257,민법_제647조_제1항,건물 기타 공작물의 임차인이 적법하게 전대한 경우에 전차인이 그 사용의 편익을 위하여 임대인의 동의를 얻어 이에 부속한 물건이 있는 때에는 전대차의 종료시에 임대인에 대하여 그 부속물의 매수를 청구할 수 있다.
"부동산의 소유권등기시은행업무 처리기간 확인후 그 기간동안 임차인은 전출하여야한다. 이때 근저당 원금 3.9억원이외의 권리변동(추가 근저당 및 압류등)시 임대인이 손해배상하고, 임차인의 전출 불이행으로 인해 임대인의 손해 발생 시 임차인이 손해배상 하기로한다.",embed_vertex,21,0.681939959526062,주택임대차보호법_제3조의2_제3항,임차인은 임차주택을 양수인에게 인도하지 아니하면 제2항에 따른 보증금을 받을 수 없다.
"부동산의 소유권등기시은행업무 처리기간 확인후 그 기간동안 임차인은 전출하여야한다. 이때 근저당 원금 3.9억원이외의 권리변동(추가 근저당 및 압류등)시 임대인이 손해배상하고, 임차인의 전출 불이행으로 인해 임대인의 손해 발생 시 임차인이 손해배상 하기로한다.",embed_vertex,22,0.6815694570541382,민법_제575조_제2항,전항의 규정은 매매의 목적이 된 부동산을 위하여 존재할 지역권이 없거나 그 부동산에 등기된 임대차계약이 있는 경우에 준용한다.
"부동산의 소유권등기시은행업무 처리기간 확인후 그 기간동안 임차인은 전출하여야한다. 이때 근저당 원금 3.9억원이외의 권리변동(추가 근저당 및 압류등)시 임대인이 손해배상하고, 임차인의 전출 불이행으로 인해 임대인의 손해 발생 시 임차인이 손해배상 하기로한다.",embed_vertex,23,0.6807793378829956,부동산등기법_제62조,"1. 소유권의 보존 또는 이전
2. 소유권의 등기명의인표시의 변경 또는 경정
3. 소유권의 변경 또는 경정
4. 소유권의 말소 또는 말소회복"
"부동산의 소유권등기시은행업무 처리기간 확인후 그 기간동안 임차인은 전출하여야한다. 이때 근저당 원금 3.9억원이외의 권리변동(추가 근저당 및 압류등)시 임대인이 손해배상하고, 임차인의 전출 불이행으로 인해 임대인의 손해 발생 시 임차인이 손해배상 하기로한다.",embed_vertex,24,0.6804882287979126,민법_제630조_제1항,임차인이 임대인의 동의를 얻어 임차물을 전대한 때에는 전차인은 직접 임대인에 대하여 의무를 부담한다. 이 경우에 전차인은 전대인에 대한 차임의 지급으로써 임대인에게 대항하지 못한다.
"부동산의 소유권등기시은행업무 처리기간 확인후 그 기간동안 임차인은 전출하여야한다. 이때 근저당 원금 3.9억원이외의 권리변동(추가 근저당 및 압류등)시 임대인이 손해배상하고, 임차인의 전출 불이행으로 인해 임대인의 손해 발생 시 임차인이 손해배상 하기로한다.",embed_vertex,25,0.6804876327514648,민사집행법_제144조_제3항,제1항의 등기에 드는 비용은 매수인이 부담한다. <개정 2010.7.23>
"부동산의 소유권등기시은행업무 처리기간 확인후 그 기간동안 임차인은 전출하여야한다. 이때 근저당 원금 3.9억원이외의 권리변동(추가 근저당 및 압류등)시 임대인이 손해배상하고, 임차인의 전출 불이행으로 인해 임대인의 손해 발생 시 임차인이 손해배상 하기로한다.",embed_vertex,26,0.6800979375839233,신탁법_제118조_제2항,제1항에 따라 제3자에게 손해를 배상할 책임이 있는 수탁자가 여럿인 경우 연대하여 그 책임을 진다.
"부동산의 소유권등기시은행업무 처리기간 확인후 그 기간동안 임차인은 전출하여야한다. 이때 근저당 원금 3.9억원이외의 권리변동(추가 근저당 및 압류등)시 임대인이 손해배상하고, 임차인의 전출 불이행으로 인해 임대인의 손해 발생 시 임차인이 손해배상 하기로한다.",embed_vertex,27,0.6800087690353394,부동산등기법_제67조_제1항,등기관이 소유권의 일부에 관한 이전등기를 할 때에는 이전되는 지분을 기록하여야 한다. 이 경우 등기원인에 「민법」 제268조제1항 단서의 약정이 있을 때에는 그 약정에 관한 사항도 기록하여야 한다.
"부동산의 소유권등기시은행업무 처리기간 확인후 그 기간동안 임차인은 전출하여야한다. 이때 근저당 원금 3.9억원이외의 권리변동(추가 근저당 및 압류등)시 임대인이 손해배상하고, 임차인의 전출 불이행으로 인해 임대인의 손해 발생 시 임차인이 손해배상 하기로한다.",embed_vertex,28,0.6794785261154175,민법_제688조_제3항,수임인이 위임사무의 처리를 위하여 과실없이 손해를 받은 때에는 위임인에 대하여 그 배상을 청구할 수 있다.
"부동산의 소유권등기시은행업무 처리기간 확인후 그 기간동안 임차인은 전출하여야한다. 이때 근저당 원금 3.9억원이외의 권리변동(추가 근저당 및 압류등)시 임대인이 손해배상하고, 임차인의 전출 불이행으로 인해 임대인의 손해 발생 시 임차인이 손해배상 하기로한다.",embed_vertex,29,0.6793781518936157,민법_제639조_제2항,전항의 경우에 전임대차에 대하여 제삼자가 제공한 담보는 기간의 만료로 인하여 소멸한다.
"부동산의 소유권등기시은행업무 처리기간 확인후 그 기간동안 임차인은 전출하여야한다. 이때 근저당 원금 3.9억원이외의 권리변동(추가 근저당 및 압류등)시 임대인이 손해배상하고, 임차인의 전출 불이행으로 인해 임대인의 손해 발생 시 임차인이 손해배상 하기로한다.",embed_vertex,30,0.6793262958526611,상법_제423조_제3항,제2항의 규정은 신주의 인수인에 대한 손해배상의 청구에 영향을 미치지 아니한다. <개정 1984.4.10>
"부동산의 소유권등기시은행업무 처리기간 확인후 그 기간동안 임차인은 전출하여야한다. 이때 근저당 원금 3.9억원이외의 권리변동(추가 근저당 및 압류등)시 임대인이 손해배상하고, 임차인의 전출 불이행으로 인해 임대인의 손해 발생 시 임차인이 손해배상 하기로한다.",embed_kure,1,0.6743860244750977,주택임대차보호법_제3조의3_제5항,"임차인은 임차권등기명령의 집행에 따른 임차권등기를 마치면 제3조제1항ㆍ제2항 또는 제3항에 따른 대항력과 제3조의2제2항에 따른 우선변제권을 취득한다. 다만, 임차인이 임차권등기 이전에 이미 대항력이나 우선변제권을 취득한 경우에는 그 대항력이나 우선변제권은 그대로 유지되며, 임차권등기 이후에는 제3조제1항ㆍ제2항 또는 제3항의 대항요건을 상실하더라도 이미 취득한 대항력이나 우선변제권을 상실하지 아니한다. <개정 2013.8.13>"
"부동산의 소유권등기시은행업무 처리기간 확인후 그 기간동안 임차인은 전출하여야한다. 이때 근저당 원금 3.9억원이외의 권리변동(추가 근저당 및 압류등)시 임대인이 손해배상하고, 임차인의 전출 불이행으로 인해 임대인의 손해 발생 시 임차인이 손해배상 하기로한다.",embed_kure,2,0.6641716361045837,상법_제166조_제2항,전항의 기간은 임치물이 전부 멸실한 경우에는 임치인과 알고 있는 창고증권소지인에게 그 멸실의 통지를 발송한 날로부터 기산한다.
"부동산의 소유권등기시은행업무 처리기간 확인후 그 기간동안 임차인은 전출하여야한다. 이때 근저당 원금 3.9억원이외의 권리변동(추가 근저당 및 압류등)시 임대인이 손해배상하고, 임차인의 전출 불이행으로 인해 임대인의 손해 발생 시 임차인이 손해배상 하기로한다.",embed_kure,3,0.6483125686645508,민법_제626조_제2항,임차인이 유익비를 지출한 경우에는 임대인은 임대차종료시에 그 가액의 증가가 현존한 때에 한하여 임차인의 지출한 금액이나 그 증가액을 상환하여야 한다. 이 경우에 법원은 임대인의 청구에 의하여 상당한 상환기간을 허여할 수 있다.
"부동산의 소유권등기시은행업무 처리기간 확인후 그 기간동안 임차인은 전출하여야한다. 이때 근저당 원금 3.9억원이외의 권리변동(추가 근저당 및 압류등)시 임대인이 손해배상하고, 임차인의 전출 불이행으로 인해 임대인의 손해 발생 시 임차인이 손해배상 하기로한다.",embed_kure,4,0.6477715969085693,주택임대차보호법_제8조_제1항,임차인은 보증금 중 일정액을 다른 담보물권자(擔保物權者)보다 우선하여 변제받을 권리가 있다. 이 경우 임차인은 주택에 대한 경매신청의 등기 전에 제3조제1항의 요건을 갖추어야 한다.
"부동산의 소유권등기시은행업무 처리기간 확인후 그 기간동안 임차인은 전출하여야한다. 이때 근저당 원금 3.9억원이외의 권리변동(추가 근저당 및 압류등)시 임대인이 손해배상하고, 임차인의 전출 불이행으로 인해 임대인의 손해 발생 시 임차인이 손해배상 하기로한다.",embed_kure,5,0.6455467939376831,주택임대차보호법_제3조의2_제2항,제3조제1항ㆍ제2항 또는 제3항의 대항요건(對抗要件)과 임대차계약증서(제3조제2항 및 제3항의 경우에는 법인과 임대인 사이의 임대차계약증서를 말한다)상의 확정일자(確定日字)를 갖춘 임차인은 「민사집행법」에 따른 경매 또는 「국세징수법」에 따른 공매(公賣)를 할 때에 임차주택(대지를 포함한다)의 환가대금(換價代金)에서 후순위권리자(後順位權利者)나 그 밖의 채권자보다 우선하여 보증금을 변제(辨濟)받을 권리가 있다. <개정 2013.8.13>
"부동산의 소유권등기시은행업무 처리기간 확인후 그 기간동안 임차인은 전출하여야한다. 이때 근저당 원금 3.9억원이외의 권리변동(추가 근저당 및 압류등)시 임대인이 손해배상하고, 임차인의 전출 불이행으로 인해 임대인의 손해 발생 시 임차인이 손해배상 하기로한다.",embed_kure,6,0.6441709995269775,주택임대차보호법_제3조_제1항,임대차는 그 등기(登記)가 없는 경우에도 임차인(賃借人)이 주택의 인도(引渡)와 주민등록을 마친 때에는 그 다음 날부터 제삼자에 대하여 효력이 생긴다. 이 경우 전입신고를 한 때에 주민등록이 된 것으로 본다.
"부동산의 소유권등기시은행업무 처리기간 확인후 그 기간동안 임차인은 전출하여야한다. 이때 근저당 원금 3.9억원이외의 권리변동(추가 근저당 및 압류등)시 임대인이 손해배상하고, 임차인의 전출 불이행으로 인해 임대인의 손해 발생 시 임차인이 손해배상 하기로한다.",embed_kure,7,0.6331591606140137,주택임대차보호법 시행령_제10조_제2항,임차인의 보증금 중 일정액이 주택가액의 2분의 1을 초과하는 경우에는 주택가액의 2분의 1에 해당하는 금액까지만 우선변제권이 있다.
"부동산의 소유권등기시은행업무 처리기간 확인후 그 기간동안 임차인은 전출하여야한다. 이때 근저당 원금 3.9억원이외의 권리변동(추가 근저당 및 압류등)시 임대인이 손해배상하고, 임차인의 전출 불이행으로 인해 임대인의 손해 발생 시 임차인이 손해배상 하기로한다.",embed_kure,8,0.6323405504226685,주택임대차보호법 시행령_제5조,"1. 해당 주택의 임대인ㆍ임차인
2. 해당 주택의 소유자
3. 해당 주택 또는 그 대지의 등기기록에 기록된 권리자 중 법무부령으로 정하는 자
4. 법 제3조의2제7항에 따라 우선변제권을 승계한 금융기관
5. 법 제6조의3제1항제8호의 사유로 계약의 갱신이 거절된 임대차계약의 임차인이었던 자
6. 제1호부터 제5호까지의 규정에 준하는 지위 또는 권리를 가지는 자로서 법무부령으로 정하는 자"
"부동산의 소유권등기시은행업무 처리기간 확인후 그 기간동안 임차인은 전출하여야한다. 이때 근저당 원금 3.9억원이외의 권리변동(추가 근저당 및 압류등)시 임대인이 손해배상하고, 임차인의 전출 불이행으로 인해 임대인의 손해 발생 시 임차인이 손해배상 하기로한다.",embed_kure,9,0.6298787593841553,민법_제621조_제2항,부동산임대차를 등기한 때에는 그때부터 제삼자에 대하여 효력이 생긴다.
"부동산의 소유권등기시은행업무 처리기간 확인후 그 기간동안 임차인은 전출하여야한다. 이때 근저당 원금 3.9억원이외의 권리변동(추가 근저당 및 압류등)시 임대인이 손해배상하고, 임차인의 전출 불이행으로 인해 임대인의 손해 발생 시 임차인이 손해배상 하기로한다.",embed_kure,10,0.6295127868652344,민법_제626조_제1항,임차인이 임차물의 보존에 관한 필요비를 지출한 때에는 임대인에 대하여 그 상환을 청구할 수 있다.
"부동산의 소유권등기시은행업무 처리기간 확인후 그 기간동안 임차인은 전출하여야한다. 이때 근저당 원금 3.9억원이외의 권리변동(추가 근저당 및 압류등)시 임대인이 손해배상하고, 임차인의 전출 불이행으로 인해 임대인의 손해 발생 시 임차인이 손해배상 하기로한다.",embed_kure,11,0.6270235776901245,주택임대차보호법_제3조의4_제2항,"임차인이 대항력이나 우선변제권을 갖추고 「민법」 제621조제1항에 따라 임대인의 협력을 얻어 임대차등기를 신청하는 경우에는 신청서에 「부동산등기법」 제74조제1호부터 제6호까지의 사항 외에 다음 각 호의 사항을 적어야 하며, 이를 증명할 수 있는 서면(임대차의 목적이 주택의 일부분인 경우에는 해당 부분의 도면을 포함한다)을 첨부하여야 한다. <개정 2011.4.12, 2020.2.4>
1. 주민등록을 마친 날
2. 임차주택을 점유(占有)한 날
3. 임대차계약증서상의 확정일자를 받은 날"
"부동산의 소유권등기시은행업무 처리기간 확인후 그 기간동안 임차인은 전출하여야한다. 이때 근저당 원금 3.9억원이외의 권리변동(추가 근저당 및 압류등)시 임대인이 손해배상하고, 임차인의 전출 불이행으로 인해 임대인의 손해 발생 시 임차인이 손해배상 하기로한다.",embed_kure,12,0.6266862154006958,민법_제639조_제1항,"임대차기간이 만료한 후 임차인이 임차물의 사용, 수익을 계속하는 경우에 임대인이 상당한 기간내에 이의를 하지 아니한 때에는 전임대차와 동일한 조건으로 다시 임대차한 것으로 본다. 그러나 당사자는 제635조의 규정에 의하여 해지의 통고를 할 수 있다."
"부동산의 소유권등기시은행업무 처리기간 확인후 그 기간동안 임차인은 전출하여야한다. 이때 근저당 원금 3.9억원이외의 권리변동(추가 근저당 및 압류등)시 임대인이 손해배상하고, 임차인의 전출 불이행으로 인해 임대인의 손해 발생 시 임차인이 손해배상 하기로한다.",embed_kure,13,0.624856173992157,부동산등기법_제74조,"1. 차임(借賃)
2. 범위
3. 차임지급시기
4. 존속기간. 다만, 처분능력 또는 처분권한 없는 임대인에 의한 「민법」 제619조의 단기임대차인 경우에는 그 뜻도 기록한다.
5. 임차보증금
6. 임차권의 양도 또는 임차물의 전대에 대한 임대인의 동의
7. 임차권설정 또는 임차물전대의 범위가 부동산의 일부인 때에는 그 부분을 표시한 도면의 번호"
"부동산의 소유권등기시은행업무 처리기간 확인후 그 기간동안 임차인은 전출하여야한다. 이때 근저당 원금 3.9억원이외의 권리변동(추가 근저당 및 압류등)시 임대인이 손해배상하고, 임차인의 전출 불이행으로 인해 임대인의 손해 발생 시 임차인이 손해배상 하기로한다.",embed_kure,14,0.6228405237197876,민법_제630조_제1항,임차인이 임대인의 동의를 얻어 임차물을 전대한 때에는 전차인은 직접 임대인에 대하여 의무를 부담한다. 이 경우에 전차인은 전대인에 대한 차임의 지급으로써 임대인에게 대항하지 못한다.
"부동산의 소유권등기시은행업무 처리기간 확인후 그 기간동안 임차인은 전출하여야한다. 이때 근저당 원금 3.9억원이외의 권리변동(추가 근저당 및 압류등)시 임대인이 손해배상하고, 임차인의 전출 불이행으로 인해 임대인의 손해 발생 시 임차인이 손해배상 하기로한다.",embed_kure,15,0.6202422976493835,주택임대차보호법_제3조의2_제8항,"제7항에 따라 우선변제권을 승계한 금융기관 등(이하 ""금융기관등""이라 한다)은 다음 각 호의 어느 하나에 해당하는 경우에는 우선변제권을 행사할 수 없다. <신설 2013.8.13>
1. 임차인이 제3조제1항ㆍ제2항 또는 제3항의 대항요건을 상실한 경우
2. 제3조의3제5항에 따른 임차권등기가 말소된 경우
3. 「민법」 제621조에 따른 임대차등기가 말소된 경우"
"부동산의 소유권등기시은행업무 처리기간 확인후 그 기간동안 임차인은 전출하여야한다. 이때 근저당 원금 3.9억원이외의 권리변동(추가 근저당 및 압류등)시 임대인이 손해배상하고, 임차인의 전출 불이행으로 인해 임대인의 손해 발생 시 임차인이 손해배상 하기로한다.",embed_kure,16,0.6196881532669067,부동산등기법_제45조_제1항,"소유권 외의 권리가 등기되어 있는 건물에 대한 멸실등기의 신청이 있는 경우에 등기관은 그 권리의 등기명의인에게 1개월 이내의 기간을 정하여 그 기간까지 이의(異議)를 진술하지 아니하면 멸실등기를 한다는 뜻을 알려야 한다. 다만, 건축물대장에 건물멸실의 뜻이 기록되어 있거나 소유권 외의 권리의 등기명의인이 멸실등기에 동의한 경우에는 그러하지 아니하다."
"부동산의 소유권등기시은행업무 처리기간 확인후 그 기간동안 임차인은 전출하여야한다. 이때 근저당 원금 3.9억원이외의 권리변동(추가 근저당 및 압류등)시 임대인이 손해배상하고, 임차인의 전출 불이행으로 인해 임대인의 손해 발생 시 임차인이 손해배상 하기로한다.",embed_kure,17,0.6187013983726501,주택임대차보호법_제3조의3_제1항,임대차가 끝난 후 보증금이 반환되지 아니한 경우 임차인은 임차주택의 소재지를 관할하는 지방법원ㆍ지방법원지원 또는 시ㆍ군 법원에 임차권등기명령을 신청할 수 있다. <개정 2013.8.13>
"부동산의 소유권등기시은행업무 처리기간 확인후 그 기간동안 임차인은 전출하여야한다. 이때 근저당 원금 3.9억원이외의 권리변동(추가 근저당 및 압류등)시 임대인이 손해배상하고, 임차인의 전출 불이행으로 인해 임대인의 손해 발생 시 임차인이 손해배상 하기로한다.",embed_kure,18,0.6185315847396851,농지법_제24조_제2항,"제1항에 따른 임대차계약은 그 등기가 없는 경우에도 임차인이 농지소재지를 관할하는 시ㆍ구ㆍ읍ㆍ면의 장의 확인을 받고, 해당 농지를 인도(引渡)받은 경우에는 그 다음 날부터 제삼자에 대하여 효력이 생긴다."
"부동산의 소유권등기시은행업무 처리기간 확인후 그 기간동안 임차인은 전출하여야한다. 이때 근저당 원금 3.9억원이외의 권리변동(추가 근저당 및 압류등)시 임대인이 손해배상하고, 임차인의 전출 불이행으로 인해 임대인의 손해 발생 시 임차인이 손해배상 하기로한다.",embed_kure,19,0.6182258129119873,주택임대차보호법_제6조_제1항,임대인이 임대차기간이 끝나기 6개월 전부터 2개월 전까지의 기간에 임차인에게 갱신거절(更新拒絶)의 통지를 하지 아니하거나 계약조건을 변경하지 아니하면 갱신하지 아니한다는 뜻의 통지를 하지 아니한 경우에는 그 기간이 끝난 때에 전 임대차와 동일한 조건으로 다시 임대차한 것으로 본다. 임차인이 임대차기간이 끝나기 2개월 전까지 통지하지 아니한 경우에도 또한 같다. <개정 2020.6.9>
"부동산의 소유권등기시은행업무 처리기간 확인후 그 기간동안 임차인은 전출하여야한다. 이때 근저당 원금 3.9억원이외의 권리변동(추가 근저당 및 압류등)시 임대인이 손해배상하고, 임차인의 전출 불이행으로 인해 임대인의 손해 발생 시 임차인이 손해배상 하기로한다.",embed_kure,20,0.616519033908844,공동주택관리법_제66조_제1항,주택관리사등은 관리사무소장의 업무를 집행하면서 고의 또는 과실로 입주자등에게 재산상의 손해를 입힌 경우에는 그 손해를 배상할 책임이 있다.
"부동산의 소유권등기시은행업무 처리기간 확인후 그 기간동안 임차인은 전출하여야한다. 이때 근저당 원금 3.9억원이외의 권리변동(추가 근저당 및 압류등)시 임대인이 손해배상하고, 임차인의 전출 불이행으로 인해 임대인의 손해 발생 시 임차인이 손해배상 하기로한다.",embed_kure,21,0.6145358681678772,공동주택관리법 시행령_제39조_제1항,"사업주체는 담보책임기간이 만료되기 30일 전까지 그 만료 예정일을 해당 공동주택의 입주자대표회의(의무관리대상 공동주택이 아닌 경우에는 「집합건물의 소유 및 관리에 관한 법률」에 따른 관리단을 말한다. 이하 이 장에서 같다) 또는 해당 공공임대주택의 임차인대표회의에 서면으로 통보하여야 한다. 이 경우 사업주체는 다음 각 호의 사항을 함께 알려야 한다. <개정 2017.9.29>
1. 제38조에 따라 입주자대표회의등 또는 임차인등이 하자보수를 청구한 경우에는 하자보수를 완료한 내용
2. 담보책임기간 내에 하자보수를 신청하지 아니하면 하자보수를 청구할 수 있는 권리가 없어진다는 사실"
"부동산의 소유권등기시은행업무 처리기간 확인후 그 기간동안 임차인은 전출하여야한다. 이때 근저당 원금 3.9억원이외의 권리변동(추가 근저당 및 압류등)시 임대인이 손해배상하고, 임차인의 전출 불이행으로 인해 임대인의 손해 발생 시 임차인이 손해배상 하기로한다.",embed_kure,22,0.613868236541748,채무자 회생 및 파산에 관한 법률_제415조_제1항,「주택임대차보호법」 제3조(대항력 등)제1항의 규정에 의한 대항요건을 갖추고 임대차계약증서상의 확정일자를 받은 임차인은 파산재단에 속하는 주택(대지를 포함한다)의 환가대금에서 후순위권리자 그 밖의 채권자보다 우선하여 보증금을 변제받을 권리가 있다.
"부동산의 소유권등기시은행업무 처리기간 확인후 그 기간동안 임차인은 전출하여야한다. 이때 근저당 원금 3.9억원이외의 권리변동(추가 근저당 및 압류등)시 임대인이 손해배상하고, 임차인의 전출 불이행으로 인해 임대인의 손해 발생 시 임차인이 손해배상 하기로한다.",embed_kure,23,0.6134369969367981,주택임대차보호법_제6조의3_제1항,"제6조에도 불구하고 임대인은 임차인이 제6조제1항 전단의 기간 이내에 계약갱신을 요구할 경우 정당한 사유 없이 거절하지 못한다. 다만, 다음 각 호의 어느 하나에 해당하는 경우에는 그러하지 아니하다.
1. 임차인이 2기의 차임액에 해당하는 금액에 이르도록 차임을 연체한 사실이 있는 경우
2. 임차인이 거짓이나 그 밖의 부정한 방법으로 임차한 경우
3. 서로 합의하여 임대인이 임차인에게 상당한 보상을 제공한 경우
4. 임차인이 임대인의 동의 없이 목적 주택의 전부 또는 일부를 전대(轉貸)한 경우
5. 임차인이 임차한 주택의 전부 또는 일부를 고의나 중대한 과실로 파손한 경우
6. 임차한 주택의 전부 또는 일부가 멸실되어 임대차의 목적을 달성하지 못할 경우
7. 임대인이 다음 각 목의 어느 하나에 해당하는 사유로 목적 주택의 전부 또는 대부분을 철거하거나 재건축하기 위하여 목적 주택의 점유를 회복할 필요가 있는 경우
  가. 임대차계약 체결 당시 공사시기 및 소요기간 등을 포함한 철거 또는 재건축 계획을 임차인에게 구체적으로 고지하고 그 계획에 따르는 경우
  나. 건물이 노후ㆍ훼손 또는 일부 멸실되는 등 안전사고의 우려가 있는 경우
  다. 다른 법령에 따라 철거 또는 재건축이 이루어지는 경우
8. 임대인(임대인의 직계존속ㆍ직계비속을 포함한다)이 목적 주택에 실제 거주하려는 경우
9. 그 밖에 임차인이 임차인으로서의 의무를 현저히 위반하거나 임대차를 계속하기 어려운 중대한 사유가 있는 경우"
