special_terms,model,rank,similarity,case_id,judgment_summary
"임차인은 만기일자보다 7일 먼저 퇴실하여야하고, 임대인은 월세+관리비를 포함한 금액에서 일할정산하여 준다.",embed_kure,17,0.5740358233451843,216659,"[1] 상가건물 임대차보호법(이하 ‘상가임대차법’이라고 한다) 제10조의8은 임대인이 차임연체를 이유로 계약을 해지할 수 있는 요건을 ‘차임연체액이 3기의 차임액에 달하는 때’라고 규정하였다. 반면 임대인이 임대차기간 만료를 앞두고 임차인의 계약갱신 요구를 거부할 수 있는 사유에 관해서는 ‘3기의 차임액에 해당하는 금액에 이르도록 차임을 연체한 사실이 있는 경우’라고 문언을 달리하여 규정하고 있다(상가임대차법 제10조 제1항 제1호). 그 취지는, 임대차계약 관계는 당사자 사이의 신뢰를 기초로 하므로, 종전 임대차기간에 차임을 3기분에 달하도록 연체한 사실이 있는 경우에까지 임차인의 일방적 의사에 의하여 계약관계가 연장되는 것을 허용하지 아니한다는 것이다. 위 규정들의 문언과 취지에 비추어 보면, 임대차기간 중 어느 때라도 차임이 3기분에 달하도록 연체된 사실이 있다면 임차인과의 계약관계 연장을 받아들여야 할 만큼의 신뢰가 깨어졌으므로 임대인은 계약갱신 요구를 거절할 수 있고, 반드시 임차인이 계약갱신요구권을 행사할 당시에 3기분에 이르는 차임이 연체되어 있어야 하는 것은 아니다. [2] 임차인이 계약종료 후에도 건물을 계속 사용하고 있고 임대인도 보증금을 반환하지 않은 채 거기에서 향후 임료 상당액을 공제하는 관계라면 부가가치세의 과세대상인 용역의 공급에 해당하므로, 차임에 대한 부가가치세 상당액을 임차인이 부담하기로 하는 약정이 있었다면, 특별한 사정이 없는 한 임대차계약 종료 후의 계속점유를 원인으로 지급되는 차임 상당 부당이득에 대한 부가가치세 상당액도 임차인이 부담하여야 한다."
"임차인은 만기일자보다 7일 먼저 퇴실하여야하고, 임대인은 월세+관리비를 포함한 금액에서 일할정산하여 준다.",embed_kure,18,0.5705562829971313,605337,"[1] 부동산임대차에서 임차인이 임대인에게 지급하는 임대차보증금은 임대차관계가 종료되어 목적물을 반환하는 때까지 그 임대차관계에서 발생하는 임차인의 모든 채무를 담보하는 것으로서, 임대인의 임대차보증금 반환의무는 임대차관계가 종료되는 경우에 그 임대차보증금 중에서 목적물을 반환받을 때까지 생긴 연체차임 등 임차인의 모든 채무를 공제한 나머지 금액에 관하여서만 비로소 이행기에 도달한다. [2] 임대차 존속 중 차임을 연체하는 경우 그 채권의 소멸시효는, 임대차 종료 후 목적물 인도 시에 임대차보증금에서 일괄 공제하는 방식에 의하여 정산하기로 약정한 경우와 같은 특별한 사정이 없는 한 임대차계약에서 정한 지급기일부터 진행한다. [3] 민법 제495조에 따라 소멸시효가 완성된 채권이 그 완성 전에 상계할 수 있었던 것이면 채권자는 상계할 수 있다. 이는 ‘자동채권의 소멸시효 완성 전에 양 채권이 상계적상에 이르렀을 것’을 요건으로 하는 것인데, 임대인의 임대차보증금 반환채무는 임대차계약이 종료된 때에 비로소 이행기에 도달하므로, 임대차 존속 중 차임채권의 소멸시효가 완성된 경우에는 소멸시효 완성 전에 임대인이 임대차보증금 반환채무에 관한 기한의 이익을 실제로 포기하였다는 등의 특별한 사정이 없는 한 양 채권이 상계할 수 있는 상태에 있었다고 할 수 없다. 그러므로 그 이후에 임대인이 이미 소멸시효가 완성된 차임채권을 자동채권으로 삼아 임대차보증금 반환채무와 상계하는 것은 민법 제495조에 따르더라도 인정될 수 없다. 그러나 임대차 존속 중 차임이 연체되고 있음에도 임대차보증금에서 연체차임을 충당하지 않고 있었던 임대인의 신뢰와 차임연체 상태에서 임대차관계를 지속해 온 임차인의 묵시적 의사를 감안하면, 그 연체차임은 민법 제495조를 유추적용하여 임대차보증금에서 공제할 수는 있다고 봄이 타당하다."
"임차인은 만기일자보다 7일 먼저 퇴실하여야하고, 임대인은 월세+관리비를 포함한 금액에서 일할정산하여 준다.",embed_kure,19,0.5689825415611267,197481,"[1] 임차 주택의 양수인에게 대항할 수 있는 임차권자라도 스스로 임대차관계의 승계를 원하지 아니할 때에는 승계되는 임대차관계의 구속을 면할 수 있다고 보아야 하므로, 임차주택이 임대차기간의 만료 전에 경매되는 경우 임대차계약을 해지함으로써 종료시키고 우선변제를 청구할 수 있다. 그 경우 임차인에게 인정되는 해지권은 임차인의 사전 동의 없이 임대차 목적물인 주택이 경락으로 양도됨에 따라 임차인이 임대차의 승계를 원하지 아니할 경우에는 스스로 임대차를 종료시킬 수 있어야 한다는 공평의 원칙 및 신의성실의 원칙에 근거한 것이므로, 해지통고 즉시 그 효력이 생긴다. [2] 임대차의 목적물인 주택이 경매되는 경우에 대항력을 갖춘 임차인이 임대차기간이 종료되지 아니하였음에도 경매법원에 배당요구를 하는 것은, 스스로 더 이상 임대차관계의 존속을 원하지 아니함을 명백히 표명하는 것이어서 다른 특별한 사정이 없는 한 이를 임대차해지의 의사표시로 볼 수 있고, 한편 민사소송법 제606조 제1항은 배당요구 사실을 경매법원이 채무자에게 통지하도록 규정하고 있고 제728조가 담보권실행을 위한 경매에도 준용하고 있으므로, 경매법원이 위 법조에 정한 바에 따라 임대인에게 배당요구 사실의 통지를 하면 결국 임차인의 해지의사가 경매법원을 통하여 임대인에게 전달되어 그 때 해지통지가 임대인에게 도달된 것으로 볼 것이니, 임대차관계는 그 배당요구 통지의 임대인에 대한 도달 즉시 해지로 종료된다. 따라서 임차주택이 임대차기간의 만료 전에 경매되는 경우에 대항력 있는 임차인이 배당요구를 하고 그 배당요구의 통지가 임대인에게 도달하였다면 임대차관계는 이로써 종료되어 주택임대차보호법 제3조의2 제1항 단서에 해당하지 않게 되므로, 임차인에게 같은 법조 제1항 본문 또는 제8조 제1항에 의한 우선변제권을 인정하여야 한다."
"임차인은 만기일자보다 7일 먼저 퇴실하여야하고, 임대인은 월세+관리비를 포함한 금액에서 일할정산하여 준다.",embed_kure,20,0.5686196088790894,147076,"[1] 임대차계약에 있어서 임차인이 목적물을 임대차 본래의 목적에 맞게 사용·수익하게 할 임대인의 의무는 임차인의 차임지급의무와 상호 대등관계에 있다. 따라서 임대인이 목적물에 대한 수선의무를 불이행하여 임차인이 목적물을 전혀 사용할 수 없는 경우에는 임차인은 차임 전부의 지급을 거절할 수 있다. [2] 법률상의 원인 없이 이득하였음을 이유로 한 부당이득의 반환에 있어 이득이라 함은 실질적인 이익을 의미하므로, 임차인이 임대차계약관계가 소멸한 이후에도 임차건물부분을 계속 점유하기는 하였으나 이를 본래의 임대차계약상의 목적에 따라 사용·수익하지 아니하여 실질적인 이득을 얻지 않은 경우에는 그로 인하여 임대인에게 손해가 발생하였다 하더라도 임차인의 부당이득반환의무는 성립하지 않는다. [3] 임대차계약의 종료에 따른 임차인의 임차목적물반환의무와 임대인의 연체차임을 공제한 나머지 임차보증금 반환의무는 동시이행의 관계에 있으므로, 임대인이 임차인에게 위 보증금반환의무를 이행하였다거나 그 현실적인 이행의 제공을 하여 임차인의 건물명도의무가 지체에 빠지는 등의 사유로 동시이행항변권을 상실하게 되었다는 점에 관하여 임대인의 주장·입증이 없는 한, 임차인의 위 건물에 대한 점유는 불법점유라고 할 수 없으며, 따라서 임차인으로서는 이에 대한 손해배상의무도 없다. [4] 임차인은 임대차계약이 종료한 경우에는 임차목적물을 원상에 회복하여 임대인에게 반환할 의무가 있는데, 원상으로 회복한다고 함은 사회통념상 통상적인 방법으로 사용·수익을 하여 그렇게 될 것인 상태라면 사용을 개시할 당시의 상태보다 나빠지더라도 그대로 반환하면 무방하다는 것으로, 임차인이 통상적인 사용을 한 후에 생기는 임차목적물의 상태 악화나 가치의 감소를 의미하는 통상의 손모(損耗)에 관하여는 임차인의 귀책사유가 없으므로 그 원상회복비용은 채권법의 일반원칙에 비추어 특약이 없는 한 임대인이 부담한다고 해야 한다. 즉, 임대차계약은 임차인에 의한 임차목적물의 사용과 그 대가로서 임료의 지급을 내용으로 하는 것이고, 임차목적물의 손모의 발생은 임대차라고 하는 계약의 본질상 당연하게 예정되어 있다. 이와 같은 이유로 건물의 임대차에서는 임차인이 사회통념상 통상적으로 사용한 경우에 생기는 임차목적물의 상태가 나빠지거나 또는 가치 감소를 의미하는 통상적인 손모에 관한 투하자본의 감가는 일반적으로 임대인이 감가상각비나 수선비 등의 필요경비 상당을 임료에 포함시켜 이를 지급받음으로써 회수하고 있다. 따라서 건물의 임차인에게 건물임대차에서 생기는 통상의 손모에 관해 원상회복의무를 부담시키는 것은 임차인에게 예상하지 않은 특별한 부담을 지우는 것이 되므로 임차인에게 그와 같은 원상회복의무를 부담시키기 위해서는 적어도 임차인이 원상회복을 위해 그 보수비용을 부담하게 되는 손모의 범위가 임대차계약서의 조항 자체에서 구체적으로 명시되어 있거나 그렇지 아니하고 임대차계약서에서 분명하지 않은 경우에는 임대인이 말로써 임차인에게 설명하여 임차인이 그 취지를 분명하게 인식하고 그것을 합의의 내용으로 하였다고 인정되는 등 그와 같은 취지의 특약이 명확하게 합의되어 있어야 할 필요가 있다고 해석함이 상당하다. [5] 임대차 종료시 임차인의 원상회복의무 지체로 인하여 임대인이 입은 손해는 이행지체일로부터 임대인이 실제로 원상회복을 완료한 날까지의 임대료 상당액이 아니라 임대인 스스로 원상회복을 할 수 있었던 기간까지의 임대료 상당액이다."
"임차인은 만기일자보다 7일 먼저 퇴실하여야하고, 임대인은 월세+관리비를 포함한 금액에서 일할정산하여 준다.",embed_kure,21,0.5681479573249817,85136,"주택임대차보호법 제8조에서 임차인에게 같은 법 제3조 제1항 소정의 주택의 인도와 주민등록을 요건으로 명시하여 그 보증금 중 일정액의 한도 내에서는 등기된 담보물권자에게도 우선하여 변제받을 권리를 부여하고 있는 점, 위 임차인은 배당요구의 방법으로 우선변제권을 행사하는 점, 배당요구시까지만 위 요건을 구비하면 족하다고 한다면 동일한 임차주택에 대하여 주택임대차보호법 제8조 소정의 임차인 이외에 같은 법 제3조의2 소정의 임차인이 출현하여 배당요구를 하는 등 경매절차상의 다른 이해관계인들에게 피해를 입힐 수도 있는 점 등에 비추어 볼 때, 공시방법이 없는 주택임대차에 있어서 주택의 인도와 주민등록이라는 우선변제의 요건은 그 우선변제권 취득시에만 구비하면 족한 것이 아니고, 민사집행법상 배당요구의 종기까지 계속 존속하고 있어야 한다."
"임차인은 만기일자보다 7일 먼저 퇴실하여야하고, 임대인은 월세+관리비를 포함한 금액에서 일할정산하여 준다.",embed_kure,22,0.5680326223373413,85255,"[1] 임대차보증금은 임대차계약이 종료된 후 임차인이 목적물을 인도할 때까지 발생하는 차임 및 기타 임차인의 채무를 담보하는 것으로서 그 피담보채무액은 임대차관계의 종료 후 목적물이 반환될 때에 특별한 사정이 없는 한 별도의 의사표시 없이 임대차보증금에서 당연히 공제되는 것이므로, 특별한 사정이 없는 한 임대차계약이 종료되었다 하더라도 목적물이 명도되지 않았다면 임차인은 임대차보증금이 있음을 이유로 연체차임의 지급을 거절할 수 없는 것이고, 또한 임대차보증금액보다도 임차인의 채무액이 많은 경우에는 민법 제477조에서 정하고 있는 법정충당순서에 따라야 하는 것이다. [2] 임대차는 당사자 일방이 상대방에게 목적물을 사용·수익하게 할 것을 약정하고 상대방이 이에 대하여 차임을 지급할 것을 약정함으로써 그 효력이 생기는 것이므로, 임차인은 임대차계약이 종료된 경우 특별한 사정이 없는 한 임대인에게 그 목적물을 명도하고 임대차 종료일까지의 연체차임을 지급할 의무가 있음은 물론, 임대차 종료일 이후부터 목적물 명도 완료일까지 그 부동산을 점유·사용함에 따른 차임 상당의 부당이득금을 반환할 의무도 있다고 할 것인데, 이와 같은 법리는 임차인이 임차물을 전대하였다가 임대차 및 전대차가 모두 종료된 경우의 전차인에 대하여도 특별한 사정이 없는 한 그대로 적용된다. [3] 타인 소유의 토지 위에 권한 없이 건물을 소유하고 있는 자는 그 자체로서 특별한 사정이 없는 한 법률상 원인 없이 타인의 재산으로 토지의 차임에 상당하는 이익을 얻고 그로 인하여 타인에게 동액 상당의 손해를 주고 있다고 보아야 하는데, 건물 이외의 공작물의 소유를 목적으로 한 토지 전차인이 당해 토지 위에 권한 없이 공작물을 소유하고 있는 경우에도 이와 마찬가지로 풀이하여야 한다."
"임차인은 만기일자보다 7일 먼저 퇴실하여야하고, 임대인은 월세+관리비를 포함한 금액에서 일할정산하여 준다.",embed_kure,23,0.5674787759780884,196529,"주택 임차인이 주택임대차보호법 제3조의2 제1항 소정의 우선변제권을 주장하기 위하여는 같은 법 제3조 제1항 소정의 대항요건과 임대차계약증서상의 확정일자를 갖추어야 하고, 그 대항요건은 주택의 인도와 주민등록을 마친 때에 구비된다 할 것인바, 같은 법 제1조는 ""이 법은 주거용 건물의 임대차에 관하여 민법에 대한 특례를 규정함으로써 국민의 주거생활의 안정을 보장함을 목적으로 한다.""라고 규정하고 있어 위 법이 자연인인 서민들의 주거생활의 안정을 보호하려는 취지에서 제정된 것이지 법인을 그 보호 대상으로 삼고 있다고는 할 수 없는 점, 법인은 애당초 같은 법 제3조 제1항 소정의 대항요건의 하나인 주민등록을 구비할 수 없는 점 등에 비추어 보면, 법인의 직원이 주민등록을 마쳤다 하여 이를 법인의 주민등록으로 볼 수는 없으므로, 법인이 임차 주택을 인도받고 임대차계약서상의 확정일자를 구비하였다 하더라도 우선변제권을 주장할 수는 없다."
"임차인은 만기일자보다 7일 먼저 퇴실하여야하고, 임대인은 월세+관리비를 포함한 금액에서 일할정산하여 준다.",embed_kure,24,0.5644494295120239,164637,"[1] 주택임대차보호법이 적용되는 임대차는 반드시 임차인과 주택 소유자인 임대인 사이에 임대차계약이 체결된 경우에 한정되는 것은 아니고, 주택 소유자는 아니더라도 주택에 관하여 적법하게 임대차계약을 체결할 수 있는 권한을 가진 임대인과 임대차계약이 체결된 경우도 포함된다. [2] 대항요건 및 확정일자를 갖춘 임차인과 소액임차인은 임차주택과 대지가 함께 경매될 경우뿐만 아니라 임차주택과 별도로 대지만이 경매될 경우에도 대지의 환가대금에 대하여 우선변제권을 행사할 수 있다. 이와 같은 우선변제권은 이른바 법정담보물권의 성격을 갖는 것으로서 임대차 성립 시의 임차 목적물인 임차주택 및 대지의 가액을 기초로 임차인을 보호하고자 인정되는 것이므로, 임대차 성립 당시 임대인의 소유였던 대지가 타인에게 양도되어 임차주택과 대지의 소유자가 서로 달라진 경우에도 임차인은 대지의 경매대금에 대하여 우선변제권을 행사할 수 있다. 이러한 법리는 여러 필지의 임차주택 대지 중 일부가 타인에게 양도되어 일부 대지만이 경매되는 경우도 마찬가지라 할 것이다. 한편 임차인이 대항력과 확정일자를 갖춘 후에 임대차계약이 갱신되더라도 대항력과 확정일자를 갖춘 때를 기준으로 종전 임대차 내용에 따른 우선변제권을 행사할 수 있다."
"임차인은 만기일자보다 7일 먼저 퇴실하여야하고, 임대인은 월세+관리비를 포함한 금액에서 일할정산하여 준다.",embed_kure,25,0.5610851645469666,185576,"[1] 주택에 관하여 임대차계약을 체결한 임차인이 주택의 인도와 주민등록을 마친 때에는 그 다음 날부터 제3자에 대하여 대항력이 생긴다. 이 경우 전입신고를 한 때에 주민등록이 된 것으로 본다(주택임대차보호법 제3조 제1항). 또한 위와 같은 대항요건과 임대차계약증서상의 확정일자를 갖춘 임차인은 민사집행법에 따른 경매를 할 때 임차주택(대지를 포함한다)의 환가대금에서 후순위권리자나 그 밖의 채권자보다 우선하여 보증금을 변제받을 권리가 있다(같은 법 제3조의2 제2항). 여기에서 ‘주택의 인도’는 임차목적물인 주택에 대한 점유의 이전을 말한다. 이때 점유는 사회통념상 어떤 사람의 사실적 지배에 있다고 할 수 있는 객관적 관계를 가리키는 것으로서, 사실상의 지배가 있다고 하기 위해서는 반드시 물건을 물리적·현실적으로 지배할 필요는 없고, 물건과 사람의 시간적·공간적 관계, 본권관계, 타인의 간섭가능성 등을 고려해서 사회통념에 따라 합목적적으로 판단하여야 한다. 임대주택을 인도하는 경우에는 임대인이 임차인에게 현관이나 대문의 열쇠를 넘겨주었는지, 자동문 비밀번호를 알려주었는지, 이사를 할 수 있는지 등도 고려하여야 한다. [2] 주택임대차보호법은 임차인에게 우선변제권이 인정되기 위하여 대항요건과 임대차계약증서상의 확정일자를 갖추는 것 외에 계약 당시 임차보증금이 전액 지급되어 있을 것을 요구하지는 않는다. 따라서 임차인이 임대인에게 임차보증금의 일부만을 지급하고 주택임대차보호법 제3조 제1항에서 정한 대항요건과 임대차계약증서상의 확정일자를 갖춘 다음 나머지 보증금을 나중에 지급하였다고 하더라도 특별한 사정이 없는 한 대항요건과 확정일자를 갖춘 때를 기준으로 임차보증금 전액에 대해서 후순위권리자나 그 밖의 채권자보다 우선하여 변제를 받을 권리를 갖는다고 보아야 한다."
"임차인은 만기일자보다 7일 먼저 퇴실하여야하고, 임대인은 월세+관리비를 포함한 금액에서 일할정산하여 준다.",embed_kure,26,0.5581996440887451,238047,"상가건물 임대차에서 기간만료나 당사자의 합의 등으로 임대차가 종료된 경우에도 상가건물 임대차보호법(이하 ‘상가임대차법’이라고 한다) 제9조 제2항에 의하여 임차인은 보증금을 반환받을 때까지 임대차관계가 존속하는 것으로 의제된다. 이는 임대차기간이 끝난 후에도 상가건물의 임차인이 보증금을 반환받을 때까지는 임차인의 목적물에 대한 점유를 임대차기간이 끝나기 전과 마찬가지 정도로 강하게 보호함으로써 임차인의 보증금반환채권을 실질적으로 보장하기 위한 것이다. 따라서 상가임대차법이 적용되는 상가건물의 임차인이 임대차 종료 이후에 보증금을 반환받기 전에 임차 목적물을 점유하고 있다고 하더라도 임차인에게 차임 상당의 부당이득이 성립한다고 할 수 없다. 위와 같은 상가임대차법 제9조 제2항의 입법 취지, 상가건물 임대차 종료 후 의제되는 임대차관계의 법적 성격 등을 종합하면, 상가임대차법이 적용되는 임대차가 기간만료나 당사자의 합의, 해지 등으로 종료된 경우 보증금을 반환받을 때까지 임차 목적물을 계속 점유하면서 사용·수익한 임차인은 종전 임대차계약에서 정한 차임을 지급할 의무를 부담할 뿐이고, 시가에 따른 차임에 상응하는 부당이득금을 지급할 의무를 부담하는 것은 아니다."
"임차인은 만기일자보다 7일 먼저 퇴실하여야하고, 임대인은 월세+관리비를 포함한 금액에서 일할정산하여 준다.",embed_kure,27,0.5579901933670044,120826,"[1] 임차인이 목욕탕을 임차하여 영업을 한 경우에 임대차 종료시 관할 관청에 그에 대한 폐업신고를 하여야 할 의무는 임차인으로서 임대인에 대하여 부담하는 원상회복의무에는 포함된다고 할 것이나, 건물의 명도란 건물에서 점유자의 물품을 반출한 후 점유를 이전하는 것을 의미하므로 임차인이 폐업신고를 하지 않았다고 하여 목욕탕이 명도되지 않았다고 볼 수는 없으며, 임차인이 선풍기 등 일부 물품만을 남겨둔 채 목욕탕에 대한 점유를 임대인에게 이전하였다면 그 시점에서 목욕탕의 명도는 이루어졌다고 할 것이고, 임차인의 폐업신고 의무는 임대인의 임차보증금 반환의무와 동일한 법률관계로부터 생긴 것이어서 공평의 관념에 비추어 볼 때 동시이행의 관계에 있다 할 것이다. [2] 환경개선부담금은 환경개선을 위한 투자재원을 합리적으로 조달하기 위하여 대기오염물질 또는 수질오염물질을 배출하는 건물 기타 시설물에 대하여 부과되는 것인데 그 부과의 근거가 되는 환경개선비용부담법 제9조 제1항에서는 ""환경부장관은 유통·소비과정에서 환경오염물질의 다량 배출로 인하여 환경오염의 직접적인 원인이 되는 건물 기타 시설물의 소유자 또는 점유자로부터 환경개선부담금을 부과·징수한다.""라고 규정하여 시설물의 소유자뿐만이 아니라 점유자도 환경개선부담금의 부과대상자임을 명시하고 있고, 교통유발부담금은 도시교통의 원활한 유통과 교통편의의 증진을 위하여 도로교통을 유발하는 시설물에 대하여 부과되는 것인데, 그 부과의 근거가 되는 도시교통정비촉진법 제21조 제1항에서는 ""시장 등은 도시교통정비지역 안에서 교통유발의 원인이 되는 시설물의 소유자 또는 사업의 경영자로부터 교통유발부담금을 부과·징수할 수 있다.""라고 규정하여 시설물의 소유자뿐만이 아니라 당해 시설을 점유하면서 사업을 경영하는 자도 교통유발부담금의 부과대상자임을 명시하고 있으므로, 환경개선부담금과 교통유발부담금을 목욕탕을 경영하는 임차인에게 부담하도록 하는 임대차계약 약관이 약관의규제에관한법률 제6조 제2항 제1호 소정의 고객에게 부당하게 불리한 조항에 해당하여 무효라고 볼 수 없다."
"임차인은 만기일자보다 7일 먼저 퇴실하여야하고, 임대인은 월세+관리비를 포함한 금액에서 일할정산하여 준다.",embed_kure,28,0.5570328235626221,75355,원고 명의로 1979. 11. 26. 가등기가 되고 그 다음 피고들이 1981. 3. 5. 전에 위 가등기된 건물에 입주하여 전입신고를 마친 후인 1981. 3. 23. 위 건물에 대하여 원고명의로 위 가등기에 기한 소유권이전의 본등기가 된 경우 위 본등기의 순위는 1981. 3. 5. 전인 위 가등기의 경료일로 소급된다 할 것이므로 원고는 위 법 부칙 제2조 단서의 위법 시행전에 물권을 취득한 자에 해당되어 피고들은 위법의 보호대상에서 제외된다.
"임차인은 만기일자보다 7일 먼저 퇴실하여야하고, 임대인은 월세+관리비를 포함한 금액에서 일할정산하여 준다.",embed_kure,29,0.5568206310272217,219161,
"임차인은 만기일자보다 7일 먼저 퇴실하여야하고, 임대인은 월세+관리비를 포함한 금액에서 일할정산하여 준다.",embed_kure,30,0.5559871196746826,81923,"주택임대차보호법 제6조 제1항에 따라 임대차계약이 묵시적으로 갱신되면 그 임대차기간은 같은 법 제6조 제2항, 제4조 제1항에 따라 2년으로 된다."
"부동산의 소유권등기시은행업무 처리기간 확인후 그 기간동안 임차인은 전출하여야한다. 이때 근저당 원금 3.9억원이외의 권리변동(추가 근저당 및 압류등)시 임대인이 손해배상하고, 임차인의 전출 불이행으로 인해 임대인의 손해 발생 시 임차인이 손해배상 하기로한다.",embed_vertex,1,0.7129552364349365,67567,
"부동산의 소유권등기시은행업무 처리기간 확인후 그 기간동안 임차인은 전출하여야한다. 이때 근저당 원금 3.9억원이외의 권리변동(추가 근저당 및 압류등)시 임대인이 손해배상하고, 임차인의 전출 불이행으로 인해 임대인의 손해 발생 시 임차인이 손해배상 하기로한다.",embed_vertex,2,0.7098324298858643,197934,
"부동산의 소유권등기시은행업무 처리기간 확인후 그 기간동안 임차인은 전출하여야한다. 이때 근저당 원금 3.9억원이외의 권리변동(추가 근저당 및 압류등)시 임대인이 손해배상하고, 임차인의 전출 불이행으로 인해 임대인의 손해 발생 시 임차인이 손해배상 하기로한다.",embed_vertex,3,0.7095905542373657,76842,"주택임대차보호법 제3조 제1항,제2항의 해석상 임대부동산의 소유권이 이전되어 그 양수인이 임대인의 지위를 승계한 경우에는 임대차보증금반환채무도 부동산의 소유권과 결합하여 일체로서 이전하는 것이며 이에 따라 양도인의 임차보증금반환채무는 소멸하는 것이다."
"부동산의 소유권등기시은행업무 처리기간 확인후 그 기간동안 임차인은 전출하여야한다. 이때 근저당 원금 3.9억원이외의 권리변동(추가 근저당 및 압류등)시 임대인이 손해배상하고, 임차인의 전출 불이행으로 인해 임대인의 손해 발생 시 임차인이 손해배상 하기로한다.",embed_vertex,4,0.707137405872345,117545,"무효인 채무자 명의의 소유권이전등기를 신뢰하여 그 부동산에 관하여 근저당권설정등기를 경료하고 금원을 대출하였다가 후에 근저당권설정등기를 말소당하게 됨으로써 근저당권자가 입은 통상의 손해는, 위 채무자 명의의 이전등기가 유효하여 담보권을 취득할 수 있는 것으로 믿고 출연한 금액 즉 근저당목적물인 위 부동산의 가액 범위 내에서 채권최고액을 한도로 하여 채무자에게 대출한 금원 상당이며, 위에서 말하는 부동산의 가액은 근저당권이 유효하였더라면 그 실행이 예상되는 시기 또는 손해배상 청구소송의 사실심 변론종결시를 기준으로 하여야 한다."
"부동산의 소유권등기시은행업무 처리기간 확인후 그 기간동안 임차인은 전출하여야한다. 이때 근저당 원금 3.9억원이외의 권리변동(추가 근저당 및 압류등)시 임대인이 손해배상하고, 임차인의 전출 불이행으로 인해 임대인의 손해 발생 시 임차인이 손해배상 하기로한다.",embed_vertex,5,0.7064200639724731,131331,주택임대차보호법상의 대항력을 갖춘 후 임대부동산의 소유권이 이전되어 그 양수인이 임대인의 지위를 승계하는 경우에는 임대차보증금반환채무도 부동산의 소유권과 결합하여 일체로서 이전하는 것이며 이에 따라 양도인의 보증금반환채무는 소멸한다.
"부동산의 소유권등기시은행업무 처리기간 확인후 그 기간동안 임차인은 전출하여야한다. 이때 근저당 원금 3.9억원이외의 권리변동(추가 근저당 및 압류등)시 임대인이 손해배상하고, 임차인의 전출 불이행으로 인해 임대인의 손해 발생 시 임차인이 손해배상 하기로한다.",embed_vertex,6,0.7042449712753296,616251,"甲 소유의 주택에 관하여 임대차계약을 체결한 乙이 은행으로부터 전세자금대출을 받으면서 주택도시보증공사와 전세금 안심대출보증약정을 체결하였고, 당시 乙은 전세자금대출금 채무를 담보하기 위하여 임대차보증금 반환채권을 공사에 양도하기로 하는 내용의 채권양도계약을 체결하고 甲에게 채권양도사실을 통지하였는데, 임대차계약 체결 이후 甲이 丙에게 주택을 매도하여 丙이 임대인 지위를 승계하였음에도 임대차계약 기간 만료 후 乙에게 임대차보증금을 지급하지 않음에 따라 공사가 보증약정에 기하여 乙에게 임대차보증금을 대신 지급하였으며, 그 후 개시된 주택의 경매절차에서 확정일자부 임차인 乙의 권리승계인으로서 공사를 2순위, 후순위 근저당권자로서 丁을 3순위로 하는 배당표가 작성되자, 丁이 乙은 丙에게 별도의 채권양도 통지를 하지 않았으므로 공사는 주택임대차보호법 제3조의2 제7항 제9호에 따라 乙의 우선변제권을 취득하지 못하였다고 주장하며 배당이의를 한 사안이다. 주택도시보증공사와 같은 금융기관이 우선변제권을 취득한 임차인의 임대차보증금 반환채권을 계약으로 양수한 경우 양수한 금액의 범위에서 우선변제권을 승계한다고 규정한 주택임대차보호법 제3조의2 제7항 제9호는 입법 경위 등에 비추어 임차인이 임대차보증금 반환채권을 담보 목적으로 활용할 수 있도록 허용하는 내용일 뿐, 공사가 임대차보증금 반환보증약정에 따라 실제로 임대차보증금을 대위변제하였을 경우 위 변제로 인하여 공사가 민법 제481조에 따라 임차인의 임대차보증금 반환채권을 대위하는 것을 저지하는 내용이 아님이 명백하므로, 공사가 보증보험계약에 따라 乙에게 임대차보증금 전액을 지급한 이상 민법 제481조에 따라 임차인인 乙의 모든 권리가 공사에 이전될 뿐만 아니라, 丙은 주택임대차보호법 제3조 제4항에 따라 당연히 임대차보증금반환채무를 인수하는 것이어서 甲에게 임대차보증금 반환채권 양도사실이 통지된 이상 위 채권양도 통지를 丙에게 다시 할 필요는 없으므로, 결국 공사는 丙에 대한 채권양도 통지 여부와 무관하게 민법 제481조에 따라 乙의 우선변제권을 행사할 수 있다고 한 사례이다."
"부동산의 소유권등기시은행업무 처리기간 확인후 그 기간동안 임차인은 전출하여야한다. 이때 근저당 원금 3.9억원이외의 권리변동(추가 근저당 및 압류등)시 임대인이 손해배상하고, 임차인의 전출 불이행으로 인해 임대인의 손해 발생 시 임차인이 손해배상 하기로한다.",embed_vertex,7,0.7039358615875244,200361,"임대부동산의 소유권이 이전되고 주택임대차보호법 제3조 제1항, 제2항에 의하여 그 양수인이 임대인의 지위를 승계한 경우에는 임대차보증금반환채무도 부동산의 소유권과 결합하여 일체로서 임대인의 지위를 승계한 양수인에게 이전되는 것이므로, 양도인의 보증금반환채무는 소멸하는 것으로 해석하여야 한다."
